Source File Name:	small_signal_Bridge_new
Signal:	FFT - Vib & Ref1 H1 Velocity / Voltage - Mag. & Phase

Frequency	Magnitude	Phase
860937.5	0.8852873	-20.28524
861000	0.9243854	-20.05604
861062.5	0.8946756	-20.28043
861125	0.8943381	-20.49109
861187.5	0.9004568	-20.76266
861250	0.8875701	-20.58831
861312.5	0.9102677	-20.45192
861375	0.8708537	-21.62779
861437.5	0.9004874	-20.1922
861500	0.8689429	-21.09294
861562.5	0.8764312	-21.68226
861625	0.8693845	-21.39627
861687.5	0.875065	-21.52709
861750	0.891386	-21.47344
861812.5	0.8471562	-22.45363
861875	0.8842053	-20.94306
861937.5	0.8538995	-21.91833
862000	0.8502609	-22.24697
862062.5	0.8566216	-21.34521
862125	0.8535344	-22.17325
862187.5	0.858957	-22.03916
862250	0.8309736	-22.32556
862312.5	0.8599102	-21.45514
862375	0.828564	-23.13582
862437.5	0.8379917	-22.36131
862500	0.8396563	-22.84133
862562.5	0.8217857	-23.54549
862625	0.8432673	-22.17295
862687.5	0.8145128	-22.52952
862750	0.8438575	-22.48842
862812.5	0.8118398	-23.04917
862875	0.8181674	-21.81275
862937.5	0.8214115	-23.24342
863000	0.8034298	-23.24335
863062.5	0.8058839	-22.25067
863125	0.8142768	-23.42553
863187.5	0.8126323	-22.90412
863250	0.7996055	-23.21561
863312.5	0.8052221	-22.51721
863375	0.8031413	-23.41518
863437.5	0.7784835	-24.00347
863500	0.80422	-22.10574
863562.5	0.7803891	-24.44822
863625	0.7820675	-22.19669
863687.5	0.7796865	-24.60054
863750	0.7827095	-23.52989
863812.5	0.7790988	-23.09155
863875	0.7661914	-24.01866
863937.5	0.7753397	-22.27241
864000	0.7686062	-25.60808
864062.5	0.7721897	-22.5896
864125	0.7721272	-24.49894
864187.5	0.762257	-24.10167
864250	0.7676383	-23.46973
864312.5	0.7575344	-24.42724
864375	0.75032	-22.51461
864437.5	0.7550165	-24.78999
864500	0.7578169	-22.46391
864562.5	0.7495372	-23.86859
864625	0.7403434	-23.35589
864687.5	0.7390686	-23.11337
864750	0.7312413	-24.57106
864812.5	0.7393841	-22.70972
864875	0.7357165	-25.26847
864937.5	0.7258139	-22.63472
865000	0.7372234	-25.57322
865062.5	0.7261258	-24.24935
865125	0.7369714	-23.01621
865187.5	0.7262018	-25.32818
865250	0.7136031	-22.65865
865312.5	0.7327399	-24.77926
865375	0.715582	-22.6459
865437.5	0.7224839	-24.70712
865500	0.7118816	-23.10654
865562.5	0.7098296	-24.32158
865625	0.7112	-24.54375
865687.5	0.6979766	-22.76565
865750	0.7077993	-25.34133
865812.5	0.6991364	-23.00454
865875	0.7019253	-23.94504
865937.5	0.6929272	-23.75218
866000	0.7033882	-24.19322
866062.5	0.705	-24.63004
866125	0.6841432	-22.28755
866187.5	0.7028992	-24.16231
866250	0.6731486	-22.85365
866312.5	0.6830517	-24.28231
866375	0.6859967	-23.89274
866437.5	0.6866212	-23.20347
866500	0.681492	-24.2782
866562.5	0.6710691	-22.20052
866625	0.6893228	-23.69652
866687.5	0.6634186	-22.64553
866750	0.6783425	-23.03436
866812.5	0.665962	-23.48652
866875	0.6537407	-22.0124
866937.5	0.6718347	-23.07642
867000	0.6555465	-23.43383
867062.5	0.6676717	-22.57672
867125	0.6514522	-22.30514
867187.5	0.6655735	-22.03039
867250	0.6593821	-22.96424
867312.5	0.6440461	-23.2357
867375	0.6727948	-23.38217
867437.5	0.6303195	-21.98953
867500	0.6576486	-22.81734
867562.5	0.6386273	-21.51909
867625	0.6476771	-22.43905
867687.5	0.6438735	-22.53547
867750	0.6381864	-22.26522
867812.5	0.6523982	-21.92202
867875	0.6228367	-23.36039
867937.5	0.6438739	-22.49876
868000	0.6277203	-22.48512
868062.5	0.6358497	-22.35368
868125	0.6412656	-21.82844
868187.5	0.6225033	-20.20382
868250	0.6487634	-21.2962
868312.5	0.6133903	-20.28324
868375	0.6437744	-21.28784
868437.5	0.6243856	-21.58301
868500	0.6200348	-20.65005
868562.5	0.6327498	-21.63377
868625	0.6232795	-21.20113
868687.5	0.6278912	-20.37107
868750	0.6160727	-21.29312
868812.5	0.627834	-19.94648
868875	0.6134885	-20.92393
868937.5	0.6183724	-20.32527
869000	0.627013	-20.2803
869062.5	0.6079268	-21.59159
869125	0.6261915	-20.26167
869187.5	0.6064492	-21.0051
869250	0.6355017	-18.76378
869312.5	0.6210862	-21.60547
869375	0.6104693	-19.51027
869437.5	0.6179259	-19.44593
869500	0.599751	-20.52353
869562.5	0.6212757	-17.69496
869625	0.6042925	-20.48316
869687.5	0.6156458	-18.59756
869750	0.6121098	-19.79963
869812.5	0.6077177	-17.98534
869875	0.6133971	-19.71366
869937.5	0.6079485	-20.03085
870000	0.6009517	-17.13288
870062.5	0.6027068	-19.71744
870125	0.6091309	-18.34251
870187.5	0.604504	-18.60646
870250	0.6093624	-17.77534
870312.5	0.6018113	-17.56607
870375	0.5973459	-19.34781
870437.5	0.5778648	-17.17345
870500	0.6028644	-19.59357
870562.5	0.593281	-18.05112
870625	0.6085909	-18.84841
870687.5	0.5973856	-17.57738
870750	0.5973844	-18.11264
870812.5	0.6069379	-18.76329
870875	0.5975366	-17.16218
870937.5	0.5955105	-18.41372
871000	0.577759	-16.87165
871062.5	0.6074378	-17.92828
871125	0.5920303	-17.36341
871187.5	0.5851929	-16.39359
871250	0.6001172	-17.29173
871312.5	0.5834272	-16.38
871375	0.6024204	-17.11577
871437.5	0.5961688	-16.65249
871500	0.5983115	-16.93887
871562.5	0.6019182	-16.97581
871625	0.5896299	-16.32115
871687.5	0.6049737	-17.11332
871750	0.5726228	-16.85434
871812.5	0.5967348	-16.24421
871875	0.5764692	-15.21638
871937.5	0.6037567	-16.13392
872000	0.5908569	-15.93239
872062.5	0.6004632	-15.53891
872125	0.6008919	-15.35652
872187.5	0.5906648	-16.1479
872250	0.5951239	-14.54237
872312.5	0.5831119	-15.23214
872375	0.5982205	-14.33689
872437.5	0.6008131	-16.03658
872500	0.5939788	-15.18497
872562.5	0.6043087	-15.36697
872625	0.5787246	-15.02435
872687.5	0.6028896	-14.64817
872750	0.5873968	-15.45482
872812.5	0.6015046	-14.1358
872875	0.5918413	-14.44306
872937.5	0.5931788	-14.45102
873000	0.6031922	-13.62491
873062.5	0.5888062	-15.18459
873125	0.5980862	-13.20827
873187.5	0.6050537	-15.22836
873250	0.6034742	-13.60687
873312.5	0.6078632	-14.90799
873375	0.5996513	-14.38129
873437.5	0.5950534	-12.89561
873500	0.5956387	-13.12519
873562.5	0.608579	-12.1742
873625	0.6018897	-13.71177
873687.5	0.6008343	-13.76046
873750	0.6060089	-12.08321
873812.5	0.6046125	-14.25994
873875	0.6082721	-11.61298
873937.5	0.6207894	-13.47707
874000	0.6140642	-10.94222
874062.5	0.6054682	-12.59293
874125	0.6055613	-12.4024
874187.5	0.6141814	-12.17338
874250	0.6088672	-11.96752
874312.5	0.6061574	-10.65471
874375	0.6244801	-13.60301
874437.5	0.6123586	-10.63486
874500	0.6238065	-12.19628
874562.5	0.6178407	-12.211
874625	0.606986	-11.83538
874687.5	0.6146942	-13.0188
874750	0.6006148	-11.0941
874812.5	0.631786	-12.64956
874875	0.6134643	-11.47767
874937.5	0.6222762	-11.55398
875000	0.6216646	-11.16554
875062.5	0.6144484	-11.21146
875125	0.635046	-11.31805
875187.5	0.6083748	-12.12464
875250	0.6446866	-11.75404
875312.5	0.6277744	-12.05794
875375	0.6389216	-9.701353
875437.5	0.6293977	-11.37361
875500	0.6237383	-11.17047
875562.5	0.6453747	-10.943
875625	0.6231122	-11.92833
875687.5	0.63542	-11.28167
875750	0.6227059	-12.24959
875812.5	0.6372433	-10.40969
875875	0.6396086	-10.03123
875937.5	0.6293411	-11.29377
876000	0.6402901	-9.863895
876062.5	0.6404551	-11.90506
876125	0.6464334	-9.829953
876187.5	0.6328858	-11.81861
876250	0.6348879	-10.49257
876312.5	0.6473821	-11.2201
876375	0.6377482	-11.74197
876437.5	0.6523167	-9.929357
876500	0.6557028	-12.15562
876562.5	0.6462218	-9.363008
876625	0.6631324	-11.95418
876687.5	0.6655485	-11.18025
876750	0.6476506	-10.41824
876812.5	0.6477001	-12.55363
876875	0.657879	-9.825298
876937.5	0.6638746	-11.74909
877000	0.6557138	-9.48572
877062.5	0.6563807	-10.57629
877125	0.646278	-12.02585
877187.5	0.6585655	-10.49771
877250	0.6624877	-10.5563
877312.5	0.6613622	-10.38794
877375	0.6748407	-11.33306
877437.5	0.6622066	-11.19716
877500	0.6764848	-11.0149
877562.5	0.6528704	-11.18225
877625	0.667529	-10.74855
877687.5	0.6770644	-11.51187
877750	0.6613013	-10.84078
877812.5	0.6964024	-10.46479
877875	0.6609872	-10.98286
877937.5	0.6928242	-11.69271
878000	0.6849967	-11.36217
878062.5	0.6725022	-10.96252
878125	0.6990086	-11.30748
878187.5	0.6722244	-11.86825
878250	0.6929292	-10.75303
878312.5	0.6679749	-12.38877
878375	0.7102858	-11.00445
878437.5	0.6989795	-11.70236
878500	0.6838896	-11.99389
878562.5	0.704641	-11.4018
878625	0.676204	-12.16908
878687.5	0.7058529	-10.91149
878750	0.6962985	-12.81396
878812.5	0.7012072	-11.84474
878875	0.6955946	-12.30539
878937.5	0.6840772	-12.39151
879000	0.7075204	-11.02781
879062.5	0.6943598	-13.53182
879125	0.7084914	-11.15669
879187.5	0.7035634	-12.83545
879250	0.7097326	-11.42414
879312.5	0.7109932	-12.12519
879375	0.7164997	-13.21706
879437.5	0.7162266	-11.48875
879500	0.7212032	-12.87204
879562.5	0.7054296	-12.15619
879625	0.7244021	-13.66948
879687.5	0.7107187	-12.96216
879750	0.7204473	-12.44526
879812.5	0.7250643	-12.79235
879875	0.7205531	-11.94724
879937.5	0.7351962	-14.13645
880000	0.7100142	-12.54971
880062.5	0.7383066	-12.75533
880125	0.7339348	-13.7454
880187.5	0.7239161	-13.65547
880250	0.7517692	-12.87619
880312.5	0.7147302	-14.21168
880375	0.7376343	-14.10381
880437.5	0.7164507	-13.39709
880500	0.7424824	-13.17959
880562.5	0.7374706	-14.19664
880625	0.7393872	-13.33063
880687.5	0.7481961	-12.83976
880750	0.7248543	-15.15303
880812.5	0.7531663	-13.63971
880875	0.7370209	-15.18799
880937.5	0.7594586	-14.09571
881000	0.7583608	-14.94954
881062.5	0.7424145	-14.71296
881125	0.7624151	-13.5688
881187.5	0.7373692	-15.93905
881250	0.7541674	-14.02436
881312.5	0.7425472	-15.41806
881375	0.7485904	-14.65772
881437.5	0.7662759	-14.24711
881500	0.749555	-15.53854
881562.5	0.7576393	-14.74605
881625	0.7656422	-16.52632
881687.5	0.7600132	-14.63808
881750	0.7707699	-16.8746
881812.5	0.7656223	-16.06409
881875	0.7707164	-15.30866
881937.5	0.7724906	-15.90163
882000	0.7502216	-15.24193
882062.5	0.7818815	-16.99977
882125	0.7604731	-16.70624
882187.5	0.7793343	-16.25182
882250	0.7680547	-16.40286
882312.5	0.769962	-16.82713
882375	0.783178	-17.47435
882437.5	0.750603	-15.45056
882500	0.7913119	-17.01496
882562.5	0.7652749	-16.37423
882625	0.7864624	-17.22071
882687.5	0.7677968	-18.02298
882750	0.7724205	-17.54183
882812.5	0.8054419	-17.66577
882875	0.7646858	-17.84826
882937.5	0.8008165	-16.73943
883000	0.7859353	-17.89263
883062.5	0.7906517	-17.68454
883125	0.7785445	-19.17371
883187.5	0.7835206	-18.61179
883250	0.8068621	-17.54808
883312.5	0.7726095	-20.39201
883375	0.7891196	-17.36029
883437.5	0.8026898	-18.83651
883500	0.7896138	-18.79309
883562.5	0.7942373	-18.97782
883625	0.7858832	-19.75132
883687.5	0.792823	-17.64825
883750	0.7915801	-20.5622
883812.5	0.7986462	-18.91501
883875	0.7941741	-19.92579
883937.5	0.7977229	-19.86438
884000	0.8080786	-19.20908
884062.5	0.8090646	-20.58577
884125	0.7858274	-18.97689
884187.5	0.8094903	-20.26432
884250	0.7835381	-20.2492
884312.5	0.821436	-19.75657
884375	0.8033056	-20.86776
884437.5	0.8078634	-20.42139
884500	0.8183193	-20.98047
884562.5	0.7940135	-21.0036
884625	0.8067764	-21.53964
884687.5	0.8007247	-20.80158
884750	0.817729	-21.7773
884812.5	0.8100917	-22.71981
884875	0.8062586	-22.4782
884937.5	0.8279625	-20.91685
885000	0.801082	-22.73422
885062.5	0.8260651	-20.78768
885125	0.8052597	-23.06926
885187.5	0.816973	-22.58362
885250	0.8128826	-23.25599
885312.5	0.8175815	-22.62645
885375	0.829635	-21.46371
885437.5	0.8049875	-24.33714
885500	0.8229098	-21.04532
885562.5	0.8152896	-22.99554
885625	0.8190774	-22.65868
885687.5	0.8281664	-24.18302
885750	0.824106	-24.41832
885812.5	0.823869	-23.10025
885875	0.8283631	-25.60258
885937.5	0.8183087	-22.89783
886000	0.8214964	-23.75463
886062.5	0.8260708	-24.87326
886125	0.8164499	-24.14236
886187.5	0.8405721	-26.00794
886250	0.8104323	-24.9603
886312.5	0.8318982	-25.3899
886375	0.8121405	-24.97468
886437.5	0.835389	-25.89665
886500	0.8264542	-25.23535
886562.5	0.8229415	-25.1637
886625	0.8491313	-25.72343
886687.5	0.8063091	-26.53356
886750	0.8432273	-24.75639
886812.5	0.8304877	-26.28022
886875	0.8430714	-26.2815
886937.5	0.8421128	-26.50644
887000	0.81502	-26.9029
887062.5	0.847971	-25.85656
887125	0.8180045	-27.75283
887187.5	0.8367473	-25.08307
887250	0.8319997	-28.51837
887312.5	0.8301079	-26.34237
887375	0.8404894	-27.56777
887437.5	0.8264397	-28.42507
887500	0.8311881	-27.32539
887562.5	0.8297232	-29.80052
887625	0.8212085	-26.66187
887687.5	0.8453281	-28.11339
887750	0.8243201	-28.14779
887812.5	0.8424081	-28.55153
887875	0.8393486	-29.09558
887937.5	0.8327724	-27.60504
888000	0.8469228	-28.82485
888062.5	0.8262331	-28.67945
888125	0.8447479	-29.27256
888187.5	0.8477914	-30.01774
888250	0.8271541	-29.34573
888312.5	0.8426814	-29.10629
888375	0.8158948	-29.87741
888437.5	0.8512367	-30.10438
888500	0.8231866	-30.27106
888562.5	0.8476737	-30.26623
888625	0.850415	-30.85518
888687.5	0.8231123	-30.82068
888750	0.8449258	-29.84143
888812.5	0.8232434	-31.82963
888875	0.8457522	-30.13374
888937.5	0.8292305	-31.2858
889000	0.8346765	-30.2733
889062.5	0.840232	-31.09664
889125	0.827903	-32.15192
889187.5	0.8354524	-30.22811
889250	0.8428231	-33.40374
889312.5	0.8295272	-30.32562
889375	0.8451956	-31.87994
889437.5	0.8475541	-31.65841
889500	0.8394527	-32.80252
889562.5	0.8245147	-33.57706
889625	0.8104981	-32.33628
889687.5	0.8518026	-33.16053
889750	0.8200913	-33.47395
889812.5	0.8565732	-32.83611
889875	0.8347318	-33.8336
889937.5	0.826887	-33.03112
890000	0.8469063	-32.93721
890062.5	0.8153697	-33.15611
890125	0.8582653	-33.36669
890187.5	0.8313803	-34.49302
890250	0.8451095	-33.22222
890312.5	0.8452148	-33.65863
890375	0.8288301	-35.53777
890437.5	0.8463898	-33.27052
890500	0.8307908	-35.6851
890562.5	0.8451071	-33.78789
890625	0.8355883	-36.43407
890687.5	0.8316117	-34.66329
890750	0.8502029	-36.30787
890812.5	0.8346589	-36.68335
890875	0.8409073	-34.18601
890937.5	0.849174	-36.56377
891000	0.8255249	-36.01909
891062.5	0.8360807	-36.59784
891125	0.826391	-35.69845
891187.5	0.8315482	-35.71077
891250	0.8396948	-37.3624
891312.5	0.8202809	-35.82794
891375	0.8471475	-36.96018
891437.5	0.8280673	-36.79285
891500	0.8529074	-36.00837
891562.5	0.8397135	-36.93742
891625	0.8324029	-37.64131
891687.5	0.8476717	-37.1362
891750	0.8105446	-38.32804
891812.5	0.8453463	-36.93649
891875	0.8262461	-38.24848
891937.5	0.831302	-37.87463
892000	0.8318054	-37.53633
892062.5	0.8297538	-39.34184
892125	0.831328	-38.16995
892187.5	0.8342778	-39.37076
892250	0.8183754	-37.30529
892312.5	0.8432513	-39.87285
892375	0.8263347	-39.2516
892437.5	0.8297424	-38.83835
892500	0.8314545	-39.65231
892562.5	0.8264018	-38.37161
892625	0.8331079	-40.40061
892687.5	0.8193784	-39.06793
892750	0.8397723	-40.14794
892812.5	0.8286013	-39.57351
892875	0.8248917	-39.26338
892937.5	0.8483034	-40.35432
893000	0.8167612	-39.81665
893062.5	0.8423532	-40.09941
893125	0.8088988	-40.86288
893187.5	0.828392	-40.56487
893250	0.8213532	-41.10195
893312.5	0.8251836	-40.8114
893375	0.8439359	-40.50794
893437.5	0.8107265	-42.7509
893500	0.8387713	-40.4292
893562.5	0.810358	-40.67956
893625	0.8247319	-39.92667
893687.5	0.8254748	-41.18325
893750	0.8236351	-42.51763
893812.5	0.8337666	-40.18453
893875	0.826739	-43.29343
893937.5	0.8195256	-41.62605
894000	0.8301942	-42.76168
894062.5	0.8147091	-42.46574
894125	0.8195251	-41.82497
894187.5	0.8266239	-44.09436
894250	0.8054836	-41.25974
894312.5	0.8395969	-44.18751
894375	0.7994894	-42.26857
894437.5	0.8242319	-42.70786
894500	0.8208508	-42.4556
894562.5	0.8018529	-41.6146
894625	0.8291675	-43.54565
894687.5	0.8106616	-43.5934
894750	0.8358968	-42.60306
894812.5	0.8072048	-44.38835
894875	0.8307645	-43.96629
894937.5	0.8268061	-45.39935
895000	0.8014597	-44.49609
895062.5	0.8260023	-43.32684
895125	0.8221837	-45.68209
895187.5	0.8223956	-43.73165
895250	0.8048357	-45.1079
895312.5	0.8042595	-43.71813
895375	0.8154099	-45.11749
895437.5	0.8073098	-45.17204
895500	0.8118907	-43.83239
895562.5	0.8177524	-46.81813
895625	0.8078239	-44.99736
895687.5	0.8080568	-45.14852
895750	0.8046735	-45.14326
895812.5	0.811733	-45.1779
895875	0.8066221	-46.48077
895937.5	0.7951573	-46.19653
896000	0.8260657	-45.6283
896062.5	0.8001839	-45.48823
896125	0.802645	-46.21976
896187.5	0.8066008	-46.3448
896250	0.802808	-46.21595
896312.5	0.8069101	-46.53045
896375	0.7916466	-46.68649
896437.5	0.809609	-45.45424
896500	0.8072638	-47.89681
896562.5	0.7898615	-46.85848
896625	0.8069542	-47.37319
896687.5	0.803383	-48.0204
896750	0.8010232	-46.14075
896812.5	0.8096726	-48.6179
896875	0.7918907	-46.76165
896937.5	0.818229	-47.63962
897000	0.7948798	-48.1072
897062.5	0.7931955	-47.51111
897125	0.8054284	-48.21121
897187.5	0.7754027	-48.42646
897250	0.8091568	-48.42862
897312.5	0.7816933	-48.90165
897375	0.798107	-48.06702
897437.5	0.7952507	-49.24588
897500	0.7827901	-49.00326
897562.5	0.8069102	-48.87245
897625	0.7832648	-50.45231
897687.5	0.7932619	-47.92977
897750	0.7865042	-49.73162
897812.5	0.793063	-48.95578
897875	0.8028032	-49.53745
897937.5	0.7980489	-50.57195
898000	0.7945811	-49.38037
898062.5	0.7974934	-51.58013
898125	0.7859362	-48.55602
898187.5	0.8012555	-50.92814
898250	0.794972	-50.36134
898312.5	0.7919145	-50.27987
898375	0.7886104	-51.35189
898437.5	0.7753659	-50.13988
898500	0.8022095	-51.43496
898562.5	0.7662203	-51.71209
898625	0.7857345	-50.39347
898687.5	0.7991025	-51.56181
898750	0.7810818	-52.58693
898812.5	0.7931621	-50.19871
898875	0.7730432	-52.4882
898937.5	0.7854317	-51.68959
899000	0.7840479	-52.44419
899062.5	0.7743191	-51.30228
899125	0.7741799	-52.48336
899187.5	0.7827029	-52.00602
899250	0.7872188	-50.50461
899312.5	0.7855662	-52.58829
899375	0.767471	-52.29099
899437.5	0.7823878	-53.96955
899500	0.7844852	-53.12893
899562.5	0.7784467	-52.44411
899625	0.7969174	-52.73408
899687.5	0.770206	-52.78938
899750	0.784007	-53.50254
899812.5	0.7677482	-53.09176
899875	0.7807003	-54.12707
899937.5	0.7634414	-53.87313
900000	0.7676989	-53.74902
900062.5	0.7832086	-53.72478
900125	0.747059	-55.06779
900187.5	0.7815834	-53.95821
900250	0.7696867	-55.25731
900312.5	0.773324	-54.11055
900375	0.7572916	-53.76686
900437.5	0.7601128	-55.28226
900500	0.7771881	-53.53817
900562.5	0.7675821	-55.08807
900625	0.7619685	-53.87954
900687.5	0.7838389	-55.69095
900750	0.7588468	-55.55204
900812.5	0.7639471	-54.31329
900875	0.771492	-56.85151
900937.5	0.7555805	-55.28582
901000	0.790806	-55.96886
901062.5	0.7478778	-55.61099
901125	0.7704778	-55.14146
901187.5	0.7576566	-56.58767
901250	0.7617964	-56.01336
901312.5	0.7537778	-55.39652
901375	0.7455823	-56.89613
901437.5	0.7629861	-55.33389
901500	0.7548718	-56.94644
901562.5	0.7485825	-56.58173
901625	0.7570969	-57.31261
901687.5	0.7529407	-57.71869
901750	0.7556096	-55.56389
901812.5	0.7634017	-59.06992
901875	0.7467681	-57.45587
901937.5	0.7520931	-57.50026
902000	0.7634779	-57.78069
902062.5	0.7609081	-56.72985
902125	0.7640525	-57.6139
902187.5	0.7260779	-56.47355
902250	0.7780075	-57.59322
902312.5	0.7267818	-57.97117
902375	0.7488843	-57.11929
902437.5	0.7492415	-57.53998
902500	0.7461946	-58.79374
902562.5	0.7632874	-57.77428
902625	0.7390792	-59.189
902687.5	0.7501574	-57.34998
902750	0.7456763	-58.9143
902812.5	0.7392603	-58.94722
902875	0.7454604	-58.53373
902937.5	0.7285061	-60.13127
903000	0.7333518	-57.45998
903062.5	0.7510291	-59.3976
903125	0.7375408	-57.91431
903187.5	0.7533892	-59.6191
903250	0.7393928	-60.53118
903312.5	0.7328477	-59.58947
903375	0.7645921	-60.23338
903437.5	0.7174252	-58.17324
903500	0.7575123	-60.16009
903562.5	0.724274	-59.79725
903625	0.732375	-58.66497
903687.5	0.7458449	-60.08767
903750	0.7260222	-60.26846
903812.5	0.7435777	-59.52526
903875	0.7212434	-62.05854
903937.5	0.729171	-59.81522
904000	0.73416	-61.51174
904062.5	0.7290006	-60.71816
904125	0.739341	-59.79171
904187.5	0.7387162	-61.90759
904250	0.7165138	-60.392
904312.5	0.7376243	-61.71228
904375	0.7031434	-59.95591
904437.5	0.737128	-61.90527
904500	0.733309	-61.29053
904562.5	0.7250016	-61.47403
904625	0.7373635	-60.59441
904687.5	0.7096053	-62.10324
904750	0.7260829	-61.05913
904812.5	0.7181757	-63.00198
904875	0.7227822	-60.99171
904937.5	0.7339858	-62.97921
905000	0.7137745	-62.86942
905062.5	0.7174206	-61.481
905125	0.7146081	-64.29215
905187.5	0.7210032	-60.42636
905250	0.7066514	-63.49263
905312.5	0.6993974	-62.8499
905375	0.7093722	-62.30794
905437.5	0.7248116	-63.53096
905500	0.7056032	-61.28094
905562.5	0.7236388	-63.08312
905625	0.6964296	-63.16546
905687.5	0.7138979	-62.3675
905750	0.7095016	-63.58944
905812.5	0.684092	-63.8078
905875	0.7364395	-62.72944
905937.5	0.6998456	-64.57034
906000	0.7184491	-62.45458
906062.5	0.7074848	-64.11018
906125	0.707056	-64.15622
906187.5	0.7056218	-63.49399
906250	0.7080592	-64.36118
906312.5	0.7048526	-63.21923
906375	0.7090557	-64.53305
906437.5	0.7015443	-62.87548
906500	0.7092237	-64.71352
906562.5	0.6955847	-64.29443
906625	0.6910127	-63.82458
906687.5	0.7031006	-65.76256
906750	0.681317	-64.37577
906812.5	0.7230124	-63.89579
906875	0.6965849	-66.05875
906937.5	0.6992379	-64.45589
907000	0.7024226	-65.36896
907062.5	0.7058988	-65.34299
907125	0.7104542	-64.0419
907187.5	0.6882679	-67.02612
907250	0.7040369	-65.66176
907312.5	0.6929312	-67.01441
907375	0.690366	-65.2247
907437.5	0.6972006	-66.14693
907500	0.7143072	-67.1444
907562.5	0.6981017	-64.5853
907625	0.7128984	-67.42558
907687.5	0.6601112	-66.80021
907750	0.7062175	-67.36803
907812.5	0.6851783	-67.25992
907875	0.6836309	-66.70087
907937.5	0.706282	-66.5479
908000	0.6685972	-67.96706
908062.5	0.6919285	-66.65443
908125	0.6771811	-68.4563
908187.5	0.6963619	-67.51701
908250	0.6870022	-67.37986
908312.5	0.6821406	-68.01147
908375	0.6874802	-66.48724
908437.5	0.685438	-68.19477
908500	0.6751653	-67.56339
908562.5	0.6851108	-67.51328
908625	0.6712916	-68.0115
908687.5	0.6923009	-67.68493
908750	0.6903521	-68.12074
908812.5	0.6671057	-66.85347
908875	0.693293	-67.46962
908937.5	0.6669692	-67.77413
909000	0.6948512	-68.59857
909062.5	0.6851277	-68.84737
909125	0.6758124	-68.17032
909187.5	0.6818902	-69.30304
909250	0.6701634	-69.78721
909312.5	0.6794749	-67.58218
909375	0.6752989	-70.33072
909437.5	0.6745523	-68.64633
909500	0.6800515	-68.60075
909562.5	0.6733209	-70.167
909625	0.6640846	-68.95495
909687.5	0.6784403	-70.25439
909750	0.6702399	-68.30219
909812.5	0.6673521	-69.27087
909875	0.6808891	-69.04507
909937.5	0.6567489	-69.10957
910000	0.6702538	-69.303
910062.5	0.6533591	-70.60126
910125	0.6745852	-69.49622
910187.5	0.6579408	-70.59029
910250	0.677958	-69.21998
910312.5	0.6612327	-69.66924
910375	0.6621248	-71.79755
910437.5	0.6619383	-69.61292
910500	0.6692353	-72.0648
910562.5	0.6655689	-69.80367
910625	0.6685076	-71.0229
910687.5	0.6523274	-71.56446
910750	0.6524442	-70.69734
910812.5	0.6716844	-70.76985
910875	0.6578484	-70.45374
910937.5	0.6690821	-70.30109
911000	0.6470172	-71.11806
911062.5	0.6694908	-71.57594
911125	0.6660898	-71.11607
911187.5	0.6439196	-71.5901
911250	0.6721002	-71.99121
911312.5	0.6429556	-71.62157
911375	0.6632246	-70.95926
911437.5	0.6590479	-72.229
911500	0.6568863	-71.94628
911562.5	0.6715773	-71.47596
911625	0.6503658	-73.20407
911687.5	0.6456145	-72.2711
911750	0.6618095	-73.3516
911812.5	0.6267138	-72.07275
911875	0.6710075	-73.36933
911937.5	0.650428	-73.41599
912000	0.6373858	-72.84912
912062.5	0.6535722	-73.11988
912125	0.6219729	-74.50761
912187.5	0.6615658	-72.45553
912250	0.6492582	-73.91132
912312.5	0.6448365	-73.55106
912375	0.6481318	-74.76967
912437.5	0.6428201	-73.88501
912500	0.6407825	-71.35724
912562.5	0.6476905	-74.32129
912625	0.6420745	-73.42297
912687.5	0.6459461	-74.42043
912750	0.6356587	-73.88421
912812.5	0.6353307	-73.53158
912875	0.6489412	-74.66188
912937.5	0.6213973	-74.61662
913000	0.6459953	-73.21025
913062.5	0.6388524	-75.08067
913125	0.6487057	-74.21386
913187.5	0.6451048	-74.592
913250	0.6353357	-74.99241
913312.5	0.6464991	-74.58661
913375	0.6297184	-76.28407
913437.5	0.643593	-74.55243
913500	0.6450334	-75.78725
913562.5	0.6387209	-75.7246
913625	0.6388116	-74.20452
913687.5	0.6414192	-76.82881
913750	0.6145643	-76.41952
913812.5	0.6422928	-76.33956
913875	0.6188144	-77.25433
913937.5	0.63204	-75.99347
914000	0.6278236	-76.68806
914062.5	0.6124835	-75.66058
914125	0.6354735	-75.1799
914187.5	0.6331111	-76.61758
914250	0.6300362	-74.36461
914312.5	0.6311588	-77.00141
914375	0.6212096	-75.46712
914437.5	0.6232111	-77.72601
914500	0.6217729	-76.91199
914562.5	0.6270213	-76.26328
914625	0.6373069	-78.40716
914687.5	0.6079558	-77.39645
914750	0.6300718	-76.17345
914812.5	0.6205568	-77.14969
914875	0.6184849	-76.33498
914937.5	0.6225798	-76.40612
915000	0.6079292	-77.57017
915062.5	0.6262901	-77.04683
915125	0.6257796	-78.4974
915187.5	0.6035979	-77.84406
915250	0.6137246	-77.93102
915312.5	0.6227744	-79.53844
915375	0.6167504	-76.15522
915437.5	0.6254829	-79.06444
915500	0.6108803	-77.56283
915562.5	0.6281208	-78.22595
915625	0.6146582	-79.05253
